Level of description,Identifier,Title,Date,Description,Location,Format,Rights,Contributor,Collection identifier,Collection title,Published online?,MulMultiMediaRefLocal_1,URL
Item,1979.0162.02857,"Final Australian rules football. Carlton versus Richmond, Melbourne. Attendance over 69,000.",1932,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria.  Australia Today. Outdoor scenes 1927-1956.
Stamp on verso: Commonwealth of Australia, Cinema and Photograph branch. No. 4833. Photograph is stamp embossed on verso: with Australian coat of arms in lower right corner.
Previous Control Number: BWP 29,023",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92136,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02857
Item,1979.0162.02858,In the township of Aldgate,21 July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, South Australia. Street scene.
Stamp: South Australian government photograph, supplied by publicity & tourist bureau, reference 2051.
Previous Control Number: BWP/29,024",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92137,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02858
Item,1979.0162.02859,The old toll house at the commencement of the Mt. Barker road.,21 July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, South Australia.
Stamp: South Australian government photograph, supplied by publicity & tourist bureau, reference 2061.
Previous Control Number: BWP/29,025",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92138,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02859
Item,1979.0162.02860,Second Valley,26 June 1953,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, South Australia. Street scene. Beach. Pier. People in rowboat. With its rugged coastal scenery, Second Valley on the Eastern shores of St. Vincent Gulf, 56 miles south of Adelaide, has a small sandy beach bounded by high cliffs. The resort is noted for its excellent fishing.
Stamp: South Australian government photograph, supplied by publicity & tourist bureau, reference 1811.
Previous Control Number: BWP/29,026",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92139,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02860
Item,1979.0162.02861,"City buildings from government house grounds, South Australia",21 July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, South Australia. Gardens, commercial buildings.
stamp: South Australian government photograph, supplied by publicity & tourist bureau, reference 2164; South Australia government photograph, department of lands.
Previous Control Number: BWP/29,027",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92140,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02861
Item,1979.0162.02862,"Loading wharves, Port Augusta near the head of Spencer Gulf.",21 July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-56, outdoor scenes, South Australia.
stamp: South Australian government photograph, supplied by publicity & tourist bureau, reference 1299; South Australia government photograph, department of lands.
Previous Control Number: BWP/29,028",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92141,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02862
Item,1979.0162.02863,Man taking photograph of woman with a hitching post outside a North Adelaide residence.,21 July 1954,"Black and white photograph. Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, South Australia. 

Veiwers are warning that the description contain language and terms which reflect the authorâ€™s attitude, and/or that of the period in which this term was produced and may be considered offensive today. Inscription on verso states, ""Relic of a leisured age, this nigger [sic] boy hitching post brought from New Orleans over 50 years ago, is outside a private residence at North Adelaide."" Previous Control Number: BWP/29,029",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92142,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02863
Item,1979.0162.02864,"Spotted gum regrowth resulting from regeneration treatment, state forest NSW",c.1927-1956,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Man looking at gum trees.
Stamp: Forestry commission of New South Wales, division of wood technology.
Previous Control Number: BWP/29,030",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92143,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02864
Item,1979.0162.02865,"The jetty, Eden Twofold Bay, far south coast, NSW",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Boats at dock on jetty, man on jetty. Industry.
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau. 
Previous Control Number: BWP/29,031",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92144,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02865
Item,1979.0162.02866,"Blue mountains, landslide into the valley beneath.",2 August 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales.
stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau; Recorded 1955. 
Previous Control Number: BWP/29,032",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92145,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02866
Item,1979.0162.02867,"The slopes of Mt. Kosciusko, NSW, 7,328 feet above the Pacific Ocean, are the home of Australian winter sports.",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. ""Highest spot in the Commonwealth"".
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau.
Previous Control Number: BWP/29,033",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92146,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02867
Item,1979.0162.02868,"Sydney Harbour, a 13,000-acre lake, where the sport of yachting booms right through from spring to late autumn",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Sport, yachting.
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau.
Previous Control Number: BWP/29,034",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92147,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02868
Item,1979.0162.02869,"The three sisters rise for a sheer thousand feet above the floor of the Jamieson Valley at Katoomba in the Blue Mountains of New South Wales, 68 miles west of Sydney",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales.
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau.
Previous Control Number: BWP/29,035",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92148,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02869
Item,1979.0162.02870,"Stephen's Creek Lake, Broken Hill",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Information on back of photograph: ""Broken Hill, 700 miles west of Sydney, is built upon a fabulously rich deposit of silver, lead and zinc. Its brilliant winter climate, fascinating industries and unique flora are attracting more and more tourists every year.""
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau.
Previous Control Number: BWP/29,036",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92149,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02870
Item,1979.0162.02871,"Jacaranda Time at Grafton, N.S.W.",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Man and woman riding bikes. Information on back of photograph: ""Grafton, a prosperous young city (population 14,000) on the Far North Coast of N.S.W. Weeklong festivals, displaying local arts and industries, are now held in most of the State's rural cities, attracting crowds from all over Australia and beyond.""
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau.
Previous Control Number: BWP/29,037",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92150,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02871
Item,1979.0162.02872,Snowy River,31 August 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales.
Stamp: News & information bureau, department of the interior, Australian official photograph. Written on verso: L/2422.
Previous Control Number: BWP/29,038",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92151,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02872
Item,1979.0162.02873,"Looking towards Mt. Warning from Burringbar range, NSW",5 July 1937,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales.
Written on verso: 19851.
Previous Control Number: BWP/29,039",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92152,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02873
Item,1979.0162.02874,"Warriewood beach, NSW",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Residential street on coast line.
Stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau.
Previous Control Number: BWP/29,040",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92153,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02874
Item,1979.0162.02875,River through mountain valley,4 September 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales.
Written on verso: Return to Australia today; Commonwealth cinema photograph
Previous Control Number: BWP/29,041",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92154,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02875
Item,1979.0162.02876,Jindabyne dam site,1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Men at mine shaft.
Stamp: Australia official photograph, department of information. Written on verso: UL605/2.
Previous Control Number: BWP/29,042",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92155,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02876
Item,1979.0162.02877,"Snow slopes, Charlotte Pass, Mt. Kosciusko",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Information on back of photograph: ""On the slopes of Mt. Kosciusko (7,328 feet above sea level and highest mountain in Australia), snow lies deep for almost six months of the year, giving some of the finest and safest skiing country in the world. Experts stay at the modern chalet at Charlotte Pass skiing on the Main Range and near Kosciusko's summit, while novices are instructed on the nursery slopes around Hotel Kosciusko. In summer, visitors can enjoy trail-riding to five alpine lakes, trout-fishing in 100 miles of well-stocked snow fed streams, or gold or tennis.""
Stamp: Australia official photograph, department of information. Written on verso: L7497.
Previous Control Number: BWP/29,043",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92156,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02877
Item,1979.0162.02878,"Busy street with commercial buildings, city of Goulburn.",2 August 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, New South Wales. Cars.
stamp: This picture is issued by the publicity section of the New South Wales department of tourist activities and immigration and may be used for display or publication subject to the following credit-line appearing on or beneath the picture:- by courtesy N.S.W. govt. tourist bureau; recorded 1955. Written on verso: A1156.
Previous Control Number: BWP/29,044",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92157,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02878
Item,1979.0162.02879,"Busu River, near Lae",1948,"Black and white photograph.  

Written on verso: L5987.
Previous Control Number: BWP/29,045",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92158,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02879
Item,1979.0162.02880,Simpson's Gap,1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, Northern Territory. Information on back of photograph: ""Simpson's Gap. 12 miles from Alice Springs, is a remarkable geological feature, consisting of a 1,500 foot high cleft in the mountain wall of the MacDonnell ranges."" Additional information on the town of Alice Springs on the back of photograph.
Stamp: News & information bureau, department of the interior, Australian official photograph. Written on verso: L17530.
Previous Control Number: BWP/29,046",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92159,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02880
Item,1979.0162.02881,Kimberley cattle country,31 August 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, Western Australia. Barren lowlands with hills in background.
Stamp: News & information bureau, department of the interior, Australian official photograph. Written on verso: L14939.
Previous Control Number: BWP/29,047",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92160,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02881
Item,1979.0162.02882,"Curramulla Creek, a tributary of the Fortescue river, north of Western Australia.",c.1927-1956,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, Western Australia. Man and ute on shore of creek.
Stamp: Australian National Publicity Association, Flinders street railway building, Melbourne, Australia. Written on verso: 1516.  
Previous Control Number: BWP/29,048",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92161,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02882
Item,1979.0162.02883,"Plantation pinus radiata - 15 years old. Warrentinna state forest, TAS",c.1927-1956,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, Tasmania.
Written on verso: 3066.
Previous Control Number: BWP/29,049",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92162,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02883
Item,1979.0162.02884,"Richmond bridge over Coal River, Richmond, Tasmania",26 August 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, Tasmania.
Stamp: Tasmanian government tourist department, treasury buildings, corner Macquarie & Murray street, Hobart.
Previous Control Number: BWP/29,050",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92163,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02884
Item,1979.0162.02885,"Old copper mine ruins at Moonta, YP",26 June 1953,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, South Australia.
Stamp: South Australian government photograph, supplied by publicity & tourist bureau, reference 2076.
Previous Control Number: BWP/29,051",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92164,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02885
Item,1979.0162.02886,Pats Bluff - West Cliff,July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes, Queensland. Large amount of notes on the state of Queensland on the back of photograph.
Stamp: Copyright photograph, produced by photographic branch Queensland railways. Written on verso: H.564/23.
Previous Control Number: BWP/29,052",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92165,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02886
Item,1979.0162.02887,Rainstorm over Brighton,c.1927-1956,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes.
Written on verso: N. 2.
Previous Control Number: BWP/29,053",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92166,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02887
Item,1979.0162.02888,Car travelling down country road lined with willow trees.,19 July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes. House on hill.
Written on verso: TB.1029. 3.
Previous Control Number: BWP/29,054",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92167,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02888
Item,1979.0162.02889,Waterfall and dam on a river,19 July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, unused photographs, 1927-1956, outdoor scenes.
Written on verso: TB292; 5.
Previous Control Number: BWP/29,055",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92168,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02889
Item,1979.0162.02890,Mr Peter Thompson,c.1932-1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.Golfer.
Stamp on verso: Truth and Daily Mirror Feature service. Hosking House. Hosking Place, 84Â½ Pitt Street, Sydney. NSW. Copyright in this photo is reserved by ""Truth"" and ""Sportsman"" Limited and must not be reproduced, copied, syndicated, resold or used for any advertising purposes without the consent of ""Truth"" and ""Sportsman"" Limited.
Previous Control Number: BWP 29,056",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92169,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02890
Item,1979.0162.02891,Mr Norman Von Nida,c.1932-1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.Golfer.
Stamp on verso: Truth and Daily Mirror Feature service. Hosking House. Hosking Place, 84Â½ Pitt Street, Sydney. NSW. Copyright in this photo is reserved by ""Truth"" and ""Sportsman"" Limited and must not be reproduced, copied, syndicated, resold or used for any advertising purposes without the consent of ""Truth"" and ""Sportsman"" Limited.
Previous Control Number: BWP 29,057",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92170,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02891
Item,1979.0162.02892,"The McWilliam's Wine Â£2,500 Golf Tournament",1952,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.Golf tournament for 1952 drew 20,000 fans on the final day - possibly a world's record golf attendance. 
Stamp on verso: Australia Today. A George Wells photo copyright reserved UM 8642
Previous Control Number: BWP 29,058",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92171,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02892
Item,1979.0162.02893,Mr Ossie Pickworth,c.1932-1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.Golfer.
Stamp on verso: Truth and Daily Mirror Feature service. Hosking House. Hosking Place, 84Â½ Pitt Street, Sydney. NSW. Copyright in this photo is reserved by ""Truth"" and ""Sportsman"" Limited and must not be reproduced, copied, syndicated, resold or used for any advertising purposes without the consent of ""Truth"" and ""Sportsman"" Limited.
Previous Control Number: BWP 29,059",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92172,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02893
